Score,Ranked,Genres,Type,Episodes,Diffusion started,Diffusion ended,Season diffused,Producers,Licensors,Studios,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Year
5.95,4727,Drama,OVA,1.0,1988-09-30,1988-09-30,Summer 1988,Unknown,Unknown,Madhouse,Unknown,G - All Ages,553,0,19,181.0,13,39.0,301.0,1988.0
5.95,4728,"Fantasy, Kids, Magic",Movie,1.0,1991-07-20,1991-07-20,Summer 1991,Sanrio,Unknown,Unknown,Unknown,G - All Ages,380,0,13,203.0,5,38.0,121.0,1991.0
5.95,4729,"Action, Adventure, Dementia, Historical, Military, Mystery, Shounen, Supernatural",Movie,1.0,2000-10-07,2000-10-07,Fall 2000,"Media Factory, TBS, GAGA, Kadokawa Haruki Corporation, Samsung, Namisokan",Unknown,Madhouse,Novel,R - 17+ (violence & profanity),1987,0,64,702.0,43,0.0,1082.0,2000.0
5.95,4730,Fantasy,OVA,1.0,2005-05-24,2005-05-24,Spring 2005,Unknown,Unknown,Unknown,Other,PG-13 - Teens 13 or older,2841,1,58,1406.0,44,0.0,1274.0,2005.0
5.95,4731,"Adventure, Comedy",Special,1.0,2007-04-25,2007-04-25,Spring 2007,Unknown,Unknown,Unknown,Unknown,G - All Ages,634,1,17,240.0,20,0.0,311.0,2007.0
5.95,4732,"Psychological, Supernatural, Romance",Movie,1.0,2009-10-17,2009-10-17,Fall 2009,Unknown,Unknown,Group TAC,Book,PG-13 - Teens 13 or older,5776,7,123,3251.0,72,134.0,2196.0,2009.0
5.95,4733,Drama,Movie,1.0,2011-11-04,2011-11-04,Fall 2011,Unknown,Unknown,Unknown,Unknown,R - 17+ (violence & profanity),404,0,17,167.0,10,35.0,175.0,2011.0
5.948717948717949,4734,Comedy,OVA,4.0,1990-10-05,1991-04-05,Fall 1990,Media Rings,Unknown,Production I.G,Unknown,G - All Ages,227,0,14,59.0,2,45.0,107.0,1990.0
5.942857142857143,4735,Comedy,OVA,1.0,2010-09-03,2010-09-03,Summer 2010,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,302,0,14,59.0,6,0.0,188.0,2010.0
5.9411764705882355,4736,"Adventure, Comedy, Kids",Movie,1.0,2011-01-21,2011-01-21,Winter 2011,"Creative Power Entertaining, Alpha Group Co. Ltd.",Unknown,Unknown,Unknown,G - All Ages,277,0,9,134.0,6,58.0,70.0,2011.0
5.94,4737,"Sci-Fi, Adventure, Mystery, Romance",Special,1.0,1986-08-24,1986-08-24,Summer 1986,Nippon Television Network,Unknown,Tezuka Productions,Original,R+ - Mild Nudity,778,0,26,382.0,16,41.0,313.0,1986.0
5.94,4738,"Action, Comedy, Fantasy, Mecha, Parody",Movie,1.0,1993-03-13,1993-03-13,Winter 1993,Unknown,Unknown,Sunrise,Unknown,PG - Children,1597,0,45,634.0,34,90.0,794.0,1993.0
5.94,4739,"Action, Ecchi, Adventure, Comedy, Sci-Fi",OVA,7.0,1997-04-25,1999-04-25,Spring 1997,Bandai Visual,"Bandai Entertainment, Central Park Media",Studio Fantasia,Original,R+ - Mild Nudity,27134,54,1014,15937.0,792,1397.0,7994.0,1997.0
5.94,4740,"Comedy, Romance",Movie,1.0,2002-10-19,2002-10-19,Fall 2002,"Geneon Universal Entertainment, I-move",Unknown,Bones,Visual novel,PG-13 - Teens 13 or older,2450,3,70,1498.0,46,65.0,771.0,2002.0
5.94,4741,Hentai,OVA,3.0,2004-08-27,2004-12-24,Summer 2004,"Animac, JapanAnime",Unknown,Unknown,Visual novel,Rx - Hentai,2195,4,157,1134.0,99,112.0,693.0,2004.0
5.94,4742,"Adventure, Comedy, Kids",Movie,1.0,2009-01-16,2009-01-16,Winter 2009,"Creative Power Entertaining, Alpha Group Co. Ltd.",Unknown,Unknown,Unknown,G - All Ages,361,0,12,181.0,7,58.0,103.0,2009.0
5.94,4743,"Drama, Romance, School, Slice of Life",ONA,1.0,2014-01-21,2014-01-21,Winter 2014,Unknown,Unknown,Seven Stone Entertainment,Manga,PG-13 - Teens 13 or older,825,0,43,264.0,19,35.0,464.0,2014.0
5.94,4744,"School, Slice of Life",TV,12.0,2014-10-13,2014-12-29,Fall 2014,"TV Tokyo, VAP, Age Global Networks",Unknown,SILVER LINK.,Game,PG-13 - Teens 13 or older,36671,49,2564,11822.0,1820,0.0,14628.0,2014.0
5.94,4745,"Comedy, Magic",TV,12.0,2016-01-12,2016-03-29,Winter 2016,"Earth Star Entertainment, F.M.F",Unknown,Pine Jam,Web manga,PG-13 - Teens 13 or older,22093,18,1217,13060.0,555,0.0,5691.0,2016.0
5.94,4746,Fantasy,Movie,1.0,2016-03-19,2016-03-19,Winter 2016,Exa International,Unknown,Signal.MD,Original,PG - Children,1055,0,36,371.0,28,41.0,579.0,2016.0
5.9375,4747,"Action, Adventure, Mecha",TV,26.0,2010-12-22,,Fall 2010,Unknown,Unknown,Unknown,Original,G - All Ages,176,1,17,49.0,5,33.0,72.0,2010.0
5.936708860759493,4748,"Action, Sports, Shounen",TV,13.0,2006-01-10,2006-03-28,Winter 2006,Unknown,Unknown,Eiken,Unknown,G - All Ages,434,0,22,135.0,13,0.0,197.0,2006.0
5.935483870967742,4749,Comedy,Movie,1.0,2009-07-24,2009-07-24,Summer 2009,Bliss Pictures,Unknown,Unknown,Unknown,G - All Ages,215,0,10,91.0,5,35.0,74.0,2009.0
5.931506849315069,4750,Comedy,TV,26.0,1973-04-02,1973-09-24,Spring 1973,Unknown,Unknown,Mushi Production,Manga,PG - Children,533,0,21,121.0,14,0.0,299.0,1973.0
5.93,4751,"Comedy, Demons",Movie,1.0,1929-10-14,1929-10-14,Fall 1929,Unknown,Unknown,Unknown,Other,G - All Ages,2539,4,37,2089.0,11,0.0,350.0,1929.0
5.93,4752,"Action, Demons, Music, Sci-Fi, Shounen",OVA,1.0,1989-02-08,1989-02-08,Winter 1989,Unknown,Unknown,Production Reed,Other,PG-13 - Teens 13 or older,443,1,23,171.0,12,0.0,199.0,1989.0
5.93,4753,"Fantasy, Hentai",OVA,2.0,1995-07-25,1995-10-27,Summer 1995,Pink Pineapple,SoftCel Pictures,Unknown,Unknown,Rx - Hentai,2885,7,131,1771.0,83,128.0,772.0,1995.0
5.93,4754,"Action, Game, Super Power, Martial Arts",Special,1.0,2003-03-03,2003-03-03,Winter 2003,Unknown,Unknown,Unknown,Game,R - 17+ (violence & profanity),513,4,32,248.0,7,8.0,218.0,2003.0
5.93,4755,Hentai,OVA,2.0,2003-12-25,2004-05-25,Fall 2003,Milky Animation Label,Unknown,Unknown,Original,Rx - Hentai,2269,4,208,983.0,115,117.0,846.0,2003.0
5.93,4756,Hentai,OVA,2.0,2004-06-25,2004-10-25,Spring 2004,Milky Animation Label,Media Blasters,Studio Jam,Visual novel,Rx - Hentai,2346,7,202,1231.0,119,0.0,688.0,2004.0
5.93,4757,Hentai,OVA,2.0,2005-06-10,2005-09-09,Spring 2005,Y.O.U.C,Media Blasters,Unknown,Visual novel,Rx - Hentai,1851,3,141,1014.0,85,90.0,521.0,2005.0
5.93,4758,Hentai,OVA,2.0,2006-06-09,2006-10-10,Spring 2006,Digital Works,Media Blasters,Y.O.U.C,Original,Rx - Hentai,4187,9,290,2600.0,167,180.0,950.0,2006.0
5.93,4759,"Action, Sci-Fi",TV,12.0,2008-07-01,2008-09-16,Summer 2008,"Sony Pictures Entertainment, Tezuka Productions",Unknown,Madhouse,Other,R - 17+ (violence & profanity),5748,2,365,1210.0,361,0.0,3219.0,2008.0
5.93,4760,Drama,Special,1.0,2014-02-27,2014-02-27,Winter 2014,Unknown,Unknown,A-1 Pictures,Game,PG-13 - Teens 13 or older,2715,0,68,1281.0,48,76.0,1242.0,2014.0
5.93,4761,"Comedy, Josei, Slice of Life",TV,13.0,2014-04-04,2014-07-04,Spring 2014,Unknown,Unknown,DLE,Manga,PG-13 - Teens 13 or older,6016,5,306,2722.0,225,0.0,2092.0,2014.0
5.93,4762,"Comedy, Ecchi, Romance, School, Seinen",OVA,3.0,2014-08-29,2016-08-29,Summer 2014,Hakusensha,Unknown,Unknown,Manga,R+ - Mild Nudity,21664,45,2829,8627.0,1119,1087.0,8002.0,2014.0
5.93,4763,"Sci-Fi, Comedy, Parody, Kids",TV,50.0,2016-09-18,2017-09-24,Summer 2016,Bandai,Unknown,Bandai Namco Pictures,Original,PG - Children,1795,21,209,320.0,117,459.0,0.0,2016.0
5.93,4764,"Dementia, Horror, Supernatural",TV,13.0,2019-07-08,2019-09-30,Summer 2019,TV Tokyo,Unknown,ILCA,Original,PG-13 - Teens 13 or older,11916,9,822,6566.0,249,415.0,3864.0,2019.0
5.925373134328358,4766,Sci-Fi,Special,1.0,1987-12-31,1987-12-31,Fall 1987,Unknown,Unknown,Toei Animation,Original,G - All Ages,345,0,19,104.0,7,32.0,183.0,1987.0
5.92,4767,"Action, Adventure, Sci-Fi",Movie,1.0,1967-03-19,1967-03-19,Winter 1967,Unknown,Unknown,Unknown,Unknown,PG - Children,1582,2,39,785.0,38,80.0,640.0,1967.0
5.92,4768,"Demons, Fantasy, Hentai, Horror, Sci-Fi",Movie,1.0,1991-07-21,1991-07-21,Summer 1991,Unknown,Unknown,Unknown,Unknown,Rx - Hentai,3096,6,90,1974.0,64,109.0,859.0,1991.0
5.92,4769,"Sci-Fi, Comedy, Shounen",Special,3.0,1992-01-01,1992-01-03,Winter 1992,Unknown,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,600,0,26,238.0,12,51.0,273.0,1992.0
5.92,4770,"Action, Space, Super Power, Sci-Fi, Shounen",OVA,13.0,1993-02-21,1993-06-21,Winter 1993,"Bandai Visual, Tezuka Productions",Unknown,Unknown,Manga,PG-13 - Teens 13 or older,839,1,48,237.0,35,72.0,447.0,1993.0
5.92,4771,"Kids, Slice of Life, Comedy",OVA,16.0,1994-02-21,1998-10-21,Winter 1994,Sanrio,AnimEigo,Unknown,Unknown,G - All Ages,425,1,20,233.0,16,44.0,0.0,1994.0
5.92,4772,"Drama, Historical, Slice of Life",OVA,1.0,1994-07-20,1994-07-20,Summer 1994,Shinano Kikaku,Unknown,Toei Animation,Unknown,G - All Ages,359,0,14,155.0,4,32.0,154.0,1994.0
5.92,4773,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,26.0,1998-04-11,1998-10-17,Spring 1998,Big West,Unknown,Production Reed,Original,PG-13 - Teens 13 or older,1381,2,87,213.0,51,82.0,948.0,1998.0
5.92,4774,"Fantasy, Hentai",OVA,5.0,2000-11-28,2002-06-18,Fall 2000,"Five Ways, JapanAnime",Unknown,Unknown,Visual novel,Rx - Hentai,1425,0,139,637.0,78,0.0,475.0,2000.0
5.92,4775,"Action, Adventure, Seinen",OVA,1.0,2003-02-14,2003-02-14,Winter 2003,Toho,Media Blasters,OLM,Original,R - 17+ (violence & profanity),2949,4,91,1745.0,50,0.0,997.0,2003.0
5.92,4776,Hentai,OVA,2.0,2003-12-12,2004-03-12,Fall 2003,Y.O.U.C,Unknown,Unknown,Original,Rx - Hentai,2447,1,189,1307.0,136,103.0,712.0,2003.0
5.92,4777,Slice of Life,Movie,1.0,2004-10-17,2004-10-17,Fall 2004,Kojiro Shishido Animation Works,Unknown,Unknown,Unknown,G - All Ages,2371,2,31,1693.0,19,0.0,598.0,2004.0
5.92,4778,"Comedy, Ecchi",Special,7.0,2005-07-22,2006-01-27,Summer 2005,Studio Flag,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,2118,0,56,1202.0,47,70.0,743.0,2005.0
5.92,4779,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",TV,24.0,2005-10-04,2006-03-28,Fall 2005,Unknown,Unknown,Brain's Base,Game,PG-13 - Teens 13 or older,4027,3,231,1339.0,219,384.0,1854.0,2005.0
5.92,4780,Parody,Special,9.0,2008-08-22,2009-04-24,Summer 2008,Unknown,"Funimation, Bandai Entertainment","Sunrise, Bandai Visual",Original,PG-13 - Teens 13 or older,13998,18,316,7618.0,304,392.0,0.0,2008.0
5.918918918918919,4782,"Comedy, Kids",Movie,1.0,1988-08-23,1988-08-23,Summer 1988,Gakken,Discotek Media,Unknown,Picture book,PG - Children,254,0,12,100.0,10,37.0,0.0,1988.0
5.918032786885246,4783,"Comedy, Fantasy",ONA,13.0,2016-11-05,2016-12-29,Fall 2016,"Tencent Animation & Comics, Pb Animation Co. Ltd.",Unknown,Haoliners Animation League,Web manga,PG-13 - Teens 13 or older,461,4,44,68.0,24,33.0,292.0,2016.0
5.910256410256411,4784,"Military, Sci-Fi",ONA,13.0,2016-03-30,2016-09-08,Winter 2016,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,545,0,82,73.0,18,0.0,0.0,2016.0
5.91,4785,"Action, Mecha, Drama, Sci-Fi",TV,56.0,1963-11-07,1964-12-24,Fall 1963,Unknown,Unknown,Nippon Animation,Manga,PG-13 - Teens 13 or older,1300,2,62,361.0,81,0.0,607.0,1963.0
5.91,4786,"Space, Horror, Sci-Fi",Movie,1.0,1987-09-01,1987-09-01,Summer 1987,Victor Entertainment,Discotek Media,Studio Pierrot,Original,PG-13 - Teens 13 or older,5379,9,137,3061.0,50,49.0,2082.0,1987.0
5.91,4787,"Fantasy, Mystery, Romance, Shoujo",OVA,1.0,1991-12-14,1991-12-14,Fall 1991,Unknown,Unknown,Studio Pierrot,Light novel,G - All Ages,647,0,29,203.0,14,0.0,364.0,1991.0
5.91,4788,"Comedy, Hentai, Parody, Romance",OVA,2.0,1997-07-21,1997-08-21,Summer 1997,"Green Bunny, BEAM Entertainment",Unknown,Unknown,Novel,Rx - Hentai,2017,4,103,1163.0,68,96.0,587.0,1997.0
5.91,4789,"Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi",OVA,3.0,2000-03-31,2000-10-27,Winter 2000,Pink Pineapple,NuTech Digital,Unknown,Visual novel,Rx - Hentai,2481,2,170,1261.0,98,116.0,836.0,2000.0
5.91,4790,"Ecchi, Comedy, Harem, Romance",TV,9.0,2004-05-04,2004-06-29,Spring 2004,m.o.e.,Maiden Japan,"Imagin, Studio Live",Original,R+ - Mild Nudity,19439,15,705,11763.0,552,0.0,5530.0,2004.0
5.91,4791,Hentai,OVA,2.0,2005-02-25,2005-03-25,Winter 2005,Himajin Planning,Unknown,Unknown,Visual novel,Rx - Hentai,5113,26,395,2767.0,225,209.0,1517.0,2005.0
5.91,4792,Hentai,OVA,3.0,2006-07-21,2006-09-22,Summer 2006,Pink Pineapple,Kitty Media,Unknown,Visual novel,Rx - Hentai,2456,11,237,1121.0,120,128.0,850.0,2006.0
5.91,4793,Hentai,OVA,1.0,2006-09-08,2006-09-08,Summer 2006,Digital Works,Media Blasters,Y.O.U.C,Original,Rx - Hentai,2794,3,203,1580.0,138,0.0,767.0,2006.0
5.91,4795,"Comedy, School, Seinen",TV,12.0,2013-01-06,2013-03-24,Winter 2013,"DAX Production, Hotline",Unknown,Unknown,Manga,PG-13 - Teens 13 or older,12674,17,420,9047.0,237,998.0,1972.0,2013.0
5.91,4796,"Action, Sci-Fi, Comedy, Romance, Fantasy, Mecha, School",ONA,6.0,2015-07-23,2015-12-17,Summer 2015,Yaoqi,Unknown,Haoliners Animation League,Manga,R - 17+ (violence & profanity),15657,21,1844,4777.0,953,1590.0,6493.0,2015.0
5.91,4797,"Historical, Demons, Supernatural, Samurai",TV,13.0,2017-01-15,2017-04-09,Winter 2017,King Records,Unknown,ILCA,Original,PG-13 - Teens 13 or older,2564,0,154,1590.0,52,0.0,596.0,2017.0
5.91,4798,"Fantasy, Game, Magic, Music",ONA,1.0,2017-01-27,2017-01-27,Winter 2017,Unknown,Unknown,A-1 Pictures,Game,G - All Ages,531,0,31,266.0,7,33.0,194.0,2017.0
5.91,4799,"Comedy, Fantasy",TV,12.0,2018-01-09,2018-03-27,Winter 2018,"Tokyo MX, Fan Company, Global Solutions",Unknown,Strawberry Meets Pictures,Original,PG - Children,2437,4,187,877.0,96,438.0,839.0,2018.0
5.907894736842105,4800,"Action, Kids",TV,50.0,2007-10-07,2008-10-05,Fall 2007,TV Asahi,Unknown,Toei Animation,Original,PG - Children,398,0,31,109.0,19,55.0,0.0,2007.0
5.906976744186046,4801,"Action, Sci-Fi, Adventure",ONA,12.0,2019-05-05,2019-07-14,Spring 2019,Unknown,Unknown,Kaca Entertainment,Novel,R - 17+ (violence & profanity),190,0,19,59.0,9,0.0,85.0,2019.0
5.90625,4802,"Adventure, Fantasy, Kids",OVA,1.0,1997-07-05,1997-07-05,Summer 1997,Unknown,Unknown,Unknown,Unknown,G - All Ages,257,0,7,97.0,7,41.0,105.0,1997.0
5.90625,4803,"Kids, Comedy",TV,52.0,2007-04-01,2008-03-30,Spring 2007,"Aniplex, Yomiko Advertising",Unknown,A-1 Pictures,Original,G - All Ages,224,0,20,50.0,6,56.0,92.0,2007.0
5.90625,4804,"Action, Game, Military, Police, Shounen",ONA,13.0,2019-07-12,,Summer 2019,Unknown,Unknown,Unknown,Game,PG-13 - Teens 13 or older,156,0,12,40.0,6,0.0,0.0,2019.0
5.903846153846154,4805,"Kids, Fantasy",OVA,1.0,1994-02-21,1994-02-21,Winter 1994,Sanrio,Unknown,Unknown,Unknown,G - All Ages,220,0,9,101.0,4,0.0,71.0,1994.0
5.903225806451613,4806,"Fantasy, Comedy, Kids",Special,3.0,2002-10-25,2002-11-25,Fall 2002,Unknown,Unknown,Production I.G,Original,G - All Ages,201,0,8,58.0,4,49.0,82.0,2002.0
5.9,4807,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1.0,1994-07-09,1994-07-09,Summer 1994,Unknown,Funimation,Toei Animation,Manga,PG-13 - Teens 13 or older,92592,32,560,86298.0,316,305.0,5113.0,1994.0
5.9,4808,Hentai,OVA,2.0,2002-05-31,2003-03-28,Spring 2002,Discovery,Critical Mass Video,Unknown,Unknown,Rx - Hentai,3550,10,192,2120.0,113,128.0,997.0,2002.0
5.9,4809,Fantasy,OVA,1.0,2006-09-27,2006-09-27,Summer 2006,Gentosha Comics,Unknown,Toei Animation,Unknown,PG-13 - Teens 13 or older,2332,2,49,1570.0,25,39.0,649.0,2006.0
5.9,4810,Kids,Movie,1.0,2006-10-14,2006-10-14,Fall 2006,Unknown,Unknown,Unknown,Unknown,PG - Children,669,3,20,252.0,17,64.0,316.0,2006.0
5.9,4811,"Comedy, Parody, School, Seinen",TV,12.0,2015-10-07,2015-12-23,Fall 2015,Unknown,Unknown,Ajia-Do,Manga,PG-13 - Teens 13 or older,2961,2,133,1196.0,81,384.0,1167.0,2015.0
5.9,4813,"Adventure, Harem, Fantasy",TV,12.0,2018-07-05,2018-09-20,Summer 2018,dugout,Sentai Filmworks,Project No.9,Game,PG-13 - Teens 13 or older,14569,40,1469,4220.0,577,1913.0,6390.0,2018.0
5.9,4814,Adventure,TV,13.0,2020-04-04,2020-06-27,Spring 2020,Unknown,Sentai Filmworks,Toei Animation,Original,PG - Children,2772,18,353,549.0,124,0.0,1150.0,2020.0
5.896907216494846,4815,Sci-Fi,Special,1.0,1980-08-12,1980-08-12,Summer 1980,Unknown,Unknown,Unknown,Unknown,G - All Ages,478,0,20,145.0,16,34.0,263.0,1980.0
5.891891891891892,4816,"Horror, Sci-Fi",Movie,1.0,1992-11-14,1992-11-14,Fall 1992,Unknown,Unknown,Unknown,Novel,PG-13 - Teens 13 or older,213,0,15,52.0,3,39.0,104.0,1992.0
5.89,4817,"Supernatural, Historical, Music, Drama",Special,1.0,1978-12-24,1978-12-24,Fall 1978,Topcraft,Unknown,Unknown,Novel,G - All Ages,389,0,17,148.0,4,41.0,179.0,1978.0
5.89,4818,"Sci-Fi, Adventure, Comedy, Mecha",TV,13.0,1984-09-08,1984-12-15,Summer 1984,Unknown,Unknown,Tokyo Movie Shinsha,Original,G - All Ages,571,1,29,196.0,27,0.0,244.0,1984.0
5.89,4819,"Drama, Military",Movie,1.0,1987-11-21,1987-11-21,Fall 1987,"Kitty Films, TYO",Discotek Media,"Madhouse, Animation Staff Room",Original,PG-13 - Teens 13 or older,1574,1,55,604.0,21,55.0,0.0,1987.0
5.89,4820,"Sci-Fi, Comedy, Romance",OVA,4.0,1989-06-16,1989-12-25,Spring 1989,Walkers Company,Unknown,Artland,Original,R+ - Mild Nudity,822,3,29,264.0,30,44.0,455.0,1989.0
5.89,4821,"Hentai, Drama, Yaoi",OVA,1.0,1995-07-14,1995-07-14,Summer 1995,Milky Animation Label,Media Blasters,J.C.Staff,Manga,Rx - Hentai,13308,31,260,10679.0,92,229.0,2048.0,1995.0
5.89,4822,"Comedy, Drama, Harem, Romance, School",TV,13.0,2004-10-02,2004-12-25,Fall 2004,Soft Garage,Unknown,Arms,Visual novel,PG-13 - Teens 13 or older,5069,7,277,1718.0,230,285.0,2559.0,2004.0
5.89,4823,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance",OVA,4.0,2005-01-28,2005-03-25,Winter 2005,Soft Garage,Unknown,Unknown,Unknown,R - 17+ (violence & profanity),3273,1,95,1833.0,100,86.0,0.0,2005.0
5.89,4824,"Game, Comedy, Ecchi",TV,13.0,2011-01-04,2011-03-29,Winter 2011,"Avex Entertainment, Pony Canyon",Media Blasters,Xebec,Other,PG-13 - Teens 13 or older,34028,36,2142,14909.0,1598,5111.0,10268.0,2011.0
5.89,4825,"Action, Adventure, Fantasy",Movie,1.0,2014-03-01,2014-03-01,Winter 2014,Unknown,Unknown,Shin-Ei Animation,Original,PG - Children,2416,2,63,1389.0,32,48.0,884.0,2014.0
5.89,4826,"Action, Demons, Fantasy, Magic, Supernatural",TV,23.0,2015-10-10,2016-04-02,Fall 2015,Tohokushinsha Film Corporation,Funimation,MAPPA,Original,PG-13 - Teens 13 or older,26839,17,2034,8589.0,1423,0.0,10744.0,2015.0
5.89,4827,"Adventure, Comedy, Mecha",TV,24.0,2016-10-01,2017-03-18,Fall 2016,"Yomiuri Telecasting, Level-5",Unknown,Tatsunoko Production,Original,PG-13 - Teens 13 or older,4134,4,407,878.0,232,0.0,0.0,2016.0
5.89,4828,"Historical, Demons, Supernatural, Samurai",TV,13.0,2016-10-09,2017-01-08,Fall 2016,King Records,Unknown,ILCA,Original,PG-13 - Teens 13 or older,5574,5,484,2348.0,259,905.0,0.0,2016.0
5.89,4829,"Drama, Magic",TV,12.0,2017-04-07,2017-06-23,Spring 2017,"Media Factory, Sammy",Unknown,J.C.Staff,Game,PG-13 - Teens 13 or older,10998,14,908,3104.0,466,1688.0,4832.0,2017.0
5.89,4830,"Adventure, Comedy, Fantasy",ONA,36.0,2018-08-10,2020-09-30,Summer 2018,Unknown,Unknown,Unknown,Unknown,PG - Children,3556,3,654,428.0,236,379.0,1859.0,2018.0
5.886363636363637,4831,"Adventure, Comedy, Fantasy",TV,12.0,2017-07-05,,Summer 2017,Unknown,Unknown,Unknown,Manga,G - All Ages,466,0,55,42.0,17,106.0,246.0,2017.0
5.88,4832,"Space, Mecha, Military, Mystery, Sci-Fi",TV,35.0,1977-03-03,1977-12-29,Winter 1977,Wako Productions,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,669,3,41,182.0,40,85.0,321.0,1977.0
5.88,4833,Adventure,Movie,1.0,1979-07-21,1979-07-21,Summer 1979,Mushi Production,Unknown,Unknown,Unknown,G - All Ages,421,0,21,214.0,5,43.0,0.0,1979.0
5.88,4834,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1.0,1980-07-12,1980-07-12,Summer 1980,Unknown,Unknown,Toei Animation,Unknown,G - All Ages,692,0,30,312.0,20,0.0,278.0,1980.0
5.88,4835,Fantasy,Movie,1.0,1980-07-19,1980-07-19,Summer 1980,Group TAC,Unknown,Unknown,Picture book,G - All Ages,695,5,23,246.0,15,64.0,347.0,1980.0
5.88,4836,"Kids, Adventure",Special,1.0,1981-08-23,1981-08-23,Summer 1981,Tezuka Productions,Unknown,Unknown,Unknown,G - All Ages,621,0,20,208386.29664912572,16,57.0,246.0,1981.0
5.88,4838,"Action, Sci-Fi, Mecha",OVA,4.0,1992-03-21,1992-10-21,Winter 1992,Unknown,Discotek Media,J.C.Staff,Unknown,PG-13 - Teens 13 or older,2096,4,72,1056.0,60,102.0,806.0,1992.0
5.88,4839,"Action, Martial Arts, Super Power, Sci-Fi",OVA,2.0,1996-09-21,1997-02-21,Summer 1996,"Nihon Ad Systems, Nippon Columbia, Audio Tanaka","Discotek Media, Urban Vision","J.C.Staff, Tatsunoko Production",Unknown,R+ - Mild Nudity,1623,2,51,782.0,31,59.0,700.0,1996.0
5.88,4840,Hentai,OVA,2.0,2001-01-18,2001-05-01,Winter 2001,Unknown,NuTech Digital,Unknown,Manga,Rx - Hentai,1740,2,110,982.0,51,100.0,497.0,2001.0
5.88,4841,Hentai,OVA,2.0,2001-07-06,2001-10-05,Summer 2001,"Digital Works, Y.O.U.C",Unknown,Unknown,Original,Rx - Hentai,2054,9,196,887.0,111,113.0,747.0,2001.0
5.88,4842,"Fantasy, Kids",OVA,1.0,2001-10-26,2001-10-26,Fall 2001,Sanrio,Unknown,Unknown,Unknown,G - All Ages,376,1,17,206.0,5,40.0,108.0,2001.0
5.88,4843,"Action, Adventure, Comedy, Shounen",TV,51.0,2013-04-06,2014-03-29,Spring 2013,"TV Tokyo, Shogakukan-Shueisha Productions",Unknown,Unknown,Original,PG-13 - Teens 13 or older,889,1,40,336.0,20,111.0,382.0,2013.0
5.88,4844,"Comedy, Mecha, Police, Sci-Fi",TV,12.0,2016-01-07,2016-03-24,Winter 2016,"Sotsu, Magic Capsule, flying DOG, Fields",Unknown,"Production IMS, Orange",Original,PG-13 - Teens 13 or older,53679,59,4298,20511.0,2891,0.0,14592.0,2016.0
5.88,4845,"Slice of Life, Comedy",TV,12.0,2017-01-11,2017-03-29,Winter 2017,"Pony Canyon, Studio NOIX, comico",Unknown,Zero-G,Web manga,PG-13 - Teens 13 or older,13955,11,874,7819.0,402,0.0,3487.0,2017.0
5.879518072289157,4846,"Action, Adventure, Mecha",TV,50.0,1990-10-03,1991-09-25,Fall 1990,Bandai,Unknown,Studio Pierrot,Original,PG - Children,470,0,32,130.0,21,56.0,231.0,1990.0
5.878787878787879,4847,"Fantasy, Kids",OVA,1.0,1993-05-21,1993-05-21,Spring 1993,Sanrio,Unknown,Unknown,Unknown,G - All Ages,317,0,10,168.0,4,0.0,101.0,1993.0
5.875,4848,"Game, Adventure, Cars, Kids, Mecha",TV,26.0,2017-03-02,2017-08-24,Winter 2017,Unknown,Unknown,Unknown,Unknown,PG - Children,277,3,31,90.0,6,51.0,99.0,2017.0
5.870967741935484,4849,Slice of Life,ONA,4.0,2017-04-28,2017-12-17,Spring 2017,Unknown,Unknown,DLE,Other,G - All Ages,482,0,38,98.0,12,46.0,288.0,2017.0
5.87,4850,"Action, Sci-Fi, Space, Super Power",TV,52.0,1965-06-03,1966-05-27,Spring 1965,Unknown,Unknown,Eiken,Unknown,PG - Children,581,1,38,163.0,40,0.0,216.0,1965.0
5.87,4851,"Horror, Demons, Supernatural",TV,26.0,2006-01-04,2006-07-10,Winter 2006,"Sony Pictures Entertainment, Avex Entertainment, Nihon Ad Systems",Unknown,Studio Comet,Unknown,PG-13 - Teens 13 or older,2379,3,123,983.0,88,232.0,953.0,2006.0
5.87,4852,"Slice of Life, Comedy",ONA,5.0,2013-12-19,2014-01-16,Fall 2013,CoMix Wave Films,Unknown,Unknown,Unknown,PG - Children,425,0,21,177.0,11,55.0,161.0,2013.0
5.87,4853,Sci-Fi,ONA,1.0,2016-06-06,2016-06-06,Spring 2016,Unknown,Unknown,Unknown,Game,G - All Ages,372,0,11,272.0,0,0.0,81.0,2016.0
